,Name,Address,Longitude,Latitude
539,McAuley Clinic," 819 E 9th St, Owensboro, Kentucky",-87.101756,40.84424223
540,McGregor Clinic Inc.," 3487 Broadway Ave, Fort Myers, Florida",-81.8667136,27.62598214
541,McLaren Central Michigan Free Clinic," 2012 E. Preston St., Mt. Pleasant, Michigan",-84.7485032,48.5277357
542,Medbank Of Maryland Inc," 7400 York Rd Ste 400, Towson, Maryland",-76.6070306,42.91259027
543,Medical Care Access Coalition Volunteer Clinic," 1414 W. Fair Ave., Marquette, Michigan",-87.417485,52.73276247
544,Medical Missions For Christ," 1974 N Business Route 5, Camdenton, Missouri",-92.767621,41.17022278
545,"Medical Outreach Clinic Of Summerville, Inc."," 111 Waring St, Summerville, South Carolina",-80.1888702,35.00909829
546,Medical Outreach Ministries Family Health Center," 1401 E. South Boulevard, Montgomery, Alabama",-86.284546,34.19288548
547,Medication Assistance Program," 1100 E Wendover Ave Ste 101, Greensboro, North Carolina",-79.7714228,38.74114959
548,Medzou Community Health Clinic," 105 E. Ash Street, Columbia, Missouri",-92.3358493,42.35651189
549,Mel Leaman Free Clinic," 601 Radio Hill Rd, Marion, Virginia",-81.5087273,39.69145998
550,Mend Clinic (meet Each Need With Dignity)," 13460 Van Nuys Blvd, Pacoima, California",-118.4262533,36.50860781
551,Mercer Charitable Clinic," 1315 Tatum Dr, New Bern, North Carolina",-77.069049,37.54064772
552,Mercy Community Services Outreach Center," 142 Webster Ave, Rochester, New York",-77.579456,47.94460119
553,Mercy Health Center Inc.," 700 Ogkethorpe Avenue, Suite C7, Athens, Georgia",-83.4124717,36.14685267
554,Mercy Health Clinic," 7 Metropolitan Ct Ste 1, Gaithersburg, Maryland",-77.2291936,42.60844771
555,Mercy Health Free Clinic," 9520 James A Reed Rd Ste F, Kansas City, Missouri",-94.4940628,42.35295329
556,"Mercy in Me Free Medical Clinic, Inc."," 32 Foundry Hill Rd, Cheraw, South Carolina",-79.9031402,37.0305571
557,Mercy Medical Clinic GA," 615 Washington St, Shelbyville, Kentucky",-85.2180236,41.40721227
558,Mercy Medical Clinic (al)," 1702 Catherine Ct Ste 1A, Auburn, Alabama",-85.4489112,34.53197127
559,Mercy Medical Clinic (ok)," 220 E Comanche Ave, McAlester, Oklahoma",-95.7690441,37.31354872
560,Mercy Medicine Clinic," 500 S Coit St, Florence, South Carolina",-79.769362,36.42078652
561,Mercy Place Clinic," 55 Clinton Rd.., Pontiac, Michigan",-83.2948149,47.22389424
562,Mercy Primary Care Center," 5555 Connor Ave., Suite 2691, Detroit, Michigan",-82.9819583,46.88855807
563,MercyMed of Columbus Inc.," 3702 2nd Avenue, Columbus, Georgia",-84.9897405,34.39550484
564,Metrocrest Community Clinic," 1 Medical Pkwy Ste 149, Farmers Branch, Texas",-96.8721493,34.89071725
565,Metrowest Free Medical Program," 105 Hudson Rd, Sudbury, Massachusetts",-71.4212812,46.88249509
566,Miami Rescue Mission Clinic," 950 NW 20th Street, Miami, Florida",-80.2102123,26.71279482
567,"Miami Rescue Mission Clinic, Inc."," 2015 NW 1st Avenue, Miami, Florida",-80.1964832,26.71424336
568,Midlothian Free Clinic," 388 East Midlothian Blvd, Youngstown, Ohio",-80.6465238,45.10783122
569,Milan Puskar Health Right," 341 Spruce St, Morgantown, West Virginia",-79.9548772,43.22948861
570,Millennium Sistahs Inc," 543 Northern Pkwy, Uniondale, New York",-73.5983344,44.62537946
571,Mills Health Clinic," 13207 Minnetonka Drive, Minnetonka, Minnesota",-93.446892,50.41476838
572,Mission Arlington Medical Clinic," 212 W South St, Arlington, Texas",-97.1094137,34.67632281
573,Mission Columbus Medical Clinic," 3679 Steam Mill Rd Ste B, Columbus, Georgia",-84.9356993,34.34613471
574,Mission Fort Worth," 4401 Vermont Ave, Fort Worth, Texas",-97.3230682,34.61502557
575,Mission House Clinic," 800 Shetter Avenue, Jacksonville Beach, Florida",-81.397429,31.80471073
576,Mission Life Center HOPE Clinic," 10721 Main St. Suite 1200, Fairfax, Virginia",-77.3162772,42.22163182
577,Mission Outreach Charitable Clinic," 1 Medical Dr, Paragould, Arkansas",-90.5085468,38.70779517
578,Mission Smiles Mobile Dental," 801 E Hillsborough Avenue, Tampa, Florida",-82.4526928,29.18131129
579,Mission Travis Mercy," 775 West Bowie Street, Fort Worth, Texas",-97.3326143,34.64401752
580,Mission Waco Free Clinic," 1315 N 15th St, Waco, Texas",-97.1505327,33.28735496
581,Moab Free Health Clinic," 350 S 400 E, Moab, Utah",-109.5429347,41.86122581
582,Mobile Outreach Clinic," P.O. Box 100215, Gainesville, Florida",-82.3248262,31.07136771
583,Mobile Smiles Oklahoma," 317 NE 13th Street, Oklahoma City, Oklahoma",-97.5063404,37.99583729
584,Mom and Me Mobile Medical Clinic," 128 Okeewemee Star Rd, Star, North Carolina",-79.7852445,37.89108112
585,"Moore Free Care Clinic, Inc."," 211 Trimble Plant Rd, Ste. C, Southern Pines, North Carolina",-79.3805029,37.63274224
586,Morganton and Mountaintown Baptist Associations Medical Clinics," 64 Tammen Drive, Blue Ridge, Georgia",-84.2902214,37.26231765
587,Mountain Home Christian Clinic," 421 W Wade Ave, Mountain Home, Arkansas",-92.3928441,39.03798061
588,Muldrow Hope Clinic," 605 East Shawntel Smith Blvd, Muldrow, Oklahoma",-94.5908594,37.89831057
589,MuslimCare Clinic of Jacksonville," 2333 St. Johns Bluff Road, Jacksonville, Florida",-81.5250893,31.82875502
590,Mustard Seed Community Health 1," 238 S. English Street, Greensboro, North Carolina",-79.7579103,38.72221279
591,Nathaniel Mission Health Clinic," PO Box 31, Lexington, Kentucky",-84.5037164,41.18919772
592,NC MedAssist," 4428 Taggart Creek Rd. Suite 101, Charlotte, North Carolina",-80.9203596,37.68436118
593,"Neighbor For Neighbor, Inc."," 505 E 36th St N, Tulsa, Oklahoma",-95.9874099,38.88802683
594,Neighborhood Care Center," 17951 Jefferson Park Rd, Middleburg Heights, Ohio",-81.8270489,45.5258447
595,Neighborhood Clinic," 1323 Yakima Ave, Tacoma, Washington",-122.4462958,53.74557452
596,Neighborhood Health Clinic," 121 Goodlette Rd N, Naples, Florida",-81.7913383,27.10740365
597,Neighbors Caring for Neighbors 1," 62324 Van Dyke Rd, Washington Township, Michigan",-83.0207878,47.38062612
598,Neighbors Caring for Neighbors 2," 15420 19 Mile Road, Ste 200, Clinton Township, Michigan",-82.9697471,47.18860695
599,New Braunfels Volunteers in Medicine," 1195 West San Antonio Street, New Braunfels, Texas",-98.1338822,31.11887187
600,NEW Community Clinic," 622 Bodart St, Green Bay, Wisconsin",-88.0074269,49.8153962
601,New Heights Clinic," 8000 NE 58th Ave., Vancouver, Washington",-122.6127903,51.46684455
602,New Hope Clinic," 41 South Court St, Owingsville, Kentucky",-83.7643053,41.3207697
603,"New Hope Clinic, Inc."," 201 W Boiling Spring Rd, Southport, North Carolina",-78.070239,36.22293405
604,New Hope Free Clinic," 760 E. Stuart Avenue, Redlands, California",-117.1743858,36.26283447
605,New Hope Health Center," 15880 Military Rd S, Tukwila, Washington",-122.28593,54.05605401
606,New Life Community Health Center," 8210 Queens Blvd, Elmhurst, New York",-73.8811206,44.6787537
607,New Life Pentecostal Medical Clinic for the Uninsured," 183 N Schuyler Ave, Kankakee, Illinois",-87.864101,45.18762035
608,New Life Volunteering Society Free Health Clinic," 2645 West Peterson Avenue, Chicago, Illinois",-87.6963219,46.34863294
609,Nodaway Valley Free Clinic," 220 Essie Davidson Drive, Clarinda, Iowa",-95.0431148,44.66096858
610,Norma Jean Sanders Free Clinic," 4600 South Greenwood Avenue, Chicago, Illinois",-87.5993045,46.108458
611,North By Northeast Community Health Center," 4725 N Williams Ave, Portland, Oregon",-122.6670113,51.29110396
612,North Carolina Association of Free and Charitable Clinics," 1399 Ashleybrook Lane, Suite 110, Winston Salem, North Carolina",-80.3108389,38.72638496
613,North Coast Health," 16110 Detroit Ave, Lakewood, Ohio",-81.810328,45.67193694
614,North College Hill Free Clinic," 1373 West Galbraith Road, Cincinnati, Ohio",-84.5384566,42.69393552
615,North Dallas Shared Ministries Free Medical Clinic," 2875 Merrell Rd, DALLAS, Texas",-96.8810036,34.85737979
616,North Georgia Health Care Center," 6120 Old Alabama Road, Ringgold, Georgia",-85.1309613,37.28855123
617,North Iowa Dental Clinic for the Uninsured and Underinsured," 1000 4th Street, SW, Mason City, Iowa",-93.217178,47.92447275
618,North Omaha Area Health," 5620 Amos Avenue, Omaha, Nebraska",-95.980837,45.20503014
619,Northwest Assistance Ministries," 15555 Kuykendahl Rd Ste 100, Houston, Texas",-95.461964,31.47723777
620,Norwalk Free Medical Clinic," 2601 Border Street, Norwalk, Iowa",-93.6506801,45.68975111
621,"Nova Scripts Central, Inc."," 6400 Arlington Blvd Ste 120, Falls Church, Virginia",-77.1600822,42.25197611
622,NTX Cares Clinic," 7500 Stonebrook Pkwy., Suite 100, Frisco, Texas",-96.8193263,35.15738823
623,Oakmont Baptist Church Medical Clinic 1," 1400 Red Banks Rd., Greenville, North Carolina",-77.3512279,38.12234661
624,Oakmont Baptist Church Medical Clinic 2," 1100 Red Banks Road, Greenville, North Carolina",-77.3517643,38.1214555
625,Oasis Health Center," 522 Leonard St NW, Grand Rapids, Michigan",-85.6809923,47.69744561
626,Odyssey House Free Clinic," 1125 N Tonti St, New Orleans, Louisiana",-90.0763549,31.44075621
627,Ogemaw Hills Free Clinic," 2106 South Gray Road, West Branch, Michigan",-84.2668366,49.48253016
628,Ohio Association of Free Clinics," 35 North Fourth Street, Ste 350, Columbus, Ohio",-82.9968836,43.66389558
629,Heritage Community Clinic," 004B Grosvenor Hall West, Athens, Ohio",-82.0998454,42.84404387
630,Oklahoma Charitable Clinic Association," PO Box 54346, Oklahoma City, Oklahoma",-97.5164276,37.9772097
631,Old Irving Park Community Clinic," 5425 W Addison St, Chicago, Illinois",-87.7628828,46.28877183
632,Oldham County Healthcare Clinic Llc," 115 E Adams St Ste A, Lagrange, Kentucky",-85.3776855,41.6537323
633,Olympia Union Gospel Mission," 413 Franklin Street NE, Olympia, Washington",-122.900143,53.4491869
634,One Stop Free Clinic," 701 17th Ave West, Bradenton, Florida",-82.5695553,28.60275528
635,Oneonta Community Health Center," 31 Main Street, Suite 2A, Oneonta, New York",-75.0642873,46.96671355
636,Open Arms Clinic," 109 Big A Road, Toccoa, Georgia",-83.3160791,36.89269748
637,Open Arms Clinic OK," 5252 N Meridian Ave, Suite 101, Oklahoma City, Oklahoma",-97.6006062,38.04630639
638,"Open Arms Free Clinic, Inc."," 205 E. Commerce Ct, Elkhorn, Wisconsin",-88.5408291,47.24379476
639,Open Arms Health Clinic," 3921 W Green Oaks Blvd Ste D, Arlington, Texas",-97.1934925,34.61570244
640,Open Bible Medical Clinic," 824 S Union Blvd, Colorado Springs, Colorado",-104.794192,42.18513692
641,Open Door Clinic," 130 W Central St, Chippewa Falls, Wisconsin",-91.395033,50.4072477
642,Open Door Clinic Of Alamance County," 319 N Graham Hopedale Rd Ste E, Burlington, North Carolina",-79.4052922,38.75742663
643,Open Door Dental Clinic," 835 Heather Rd, Burlington, North Carolina",-79.4647458,38.71567207
644,Open Door Health Center," 151 NW 11 Street, Suite E202A, Homestead, Florida",-80.4807797,26.36546905
645,Open Door Health Clinic," 110 W. 6th Ave, Ellensburg, Washington",-120.5481728,53.37470645
646,Open Door Womens Clinic Inc.," 1395 Cross Creek Circle, Tallahassee, Florida",-84.2365302,31.96849381
647,Open M Free Clinic," 941 Princeton St, Akron, Ohio",-81.5338783,45.10763826
648,"Operation Safety Net, Mercy Hospital"," 1518 Forbes Ave, Pittsburgh, Pennsylvania",-79.984419,44.28445751
649,Orange Blossom Family Health," 232 N Orange Blossom Trail, Orlando, Florida",-81.3978235,29.80527819
650,Orange County Dental Research Clinic Inc.," 301 West Amelia Street, Orlando, Florida",-81.3837501,29.81087325
651,Orange County Free Clinic," 13296A James Madison Hwy, Orange, Virginia",-78.1241368,41.42162375
652,Osceola Christian Ministry Center," 700 Union St., Kissimmee, Florida",-81.4070366,29.52403203
653,Oskaloosa Free Clinic," 410 North 12th Street, Oskaloosa, Iowa",-92.630703,45.42468099
654,Oxford Free Clinic," 5151 Morning Sun Rd, Oxford, Ohio",-84.7423118,43.08329124
655,Oxford Medical Ministries Clinic," 205 South Commerce Cove, Oxford, Mississippi",-89.5185914,36.56052907
656,"Ozanam Charitable Pharmacy, Inc."," 571 Dauphin St, Mobile, Alabama",-88.0492673,32.27145502
657,PACH Clinic," 2902 W Clarendon Ave, Phoenix, Arizona",-112.1215459,35.58131639
658,Pacific Garden Mission Clinic," 1458 South Canal Street, Chicago, Illinois",-87.6398731,46.17633971
659,Parker Family Health Center," 211 Shrewsbury Avenue, Red Bank, New Jersey",-74.0756214,44.16142981
660,"Parkview Outreach Community Center, Inc."," 1205 Dr. Martin Luther King Jr. Way, Haines City, Florida",-81.6223135,29.32164228
661,Parma Health Ministry," 7000 Ridge Rd, Parma, Ohio",-81.7353354,45.52517359
662,"Partners For Healing, Inc."," 109 W Blackwell St, Tullahoma, Tennessee",-86.2151366,37.85371354
663,Partnership Health Center," 205 Woodrow Wilson Dr, Valdosta, Georgia",-83.2859911,32.46943206
664,Pathways Free Specialty Clinic," 1200 W Washington St, Petersburg, Virginia",-77.4230455,40.15623669
665,Paul M. Mcguire Family Health Center," 25 Broad St, Freehold, New Jersey",-74.2787756,44.05124308
666,"Pedi Place, Inc."," 502 S Old Orchard Ln Ste 126, Lewisville, Texas",-97.0280082,35.04014892
667,Peoples Clinic Foundation," 751 W 1st St, Morehead, Kentucky",-83.439085,41.35745997
668,Peoples Health And Wellness Clinic," 553 N Main St, Barre, Vermont",-72.513962,49.38728364
669,"Peoples Health Clinic, Inc."," 650 Round Valley Dr, Park City, Utah",-111.4669153,44.60886502
670,Peoples Clinic Of Volunteer Ministry Center," 103 S Gay St, Knoxville, Tennessee",-83.920786,38.59439977
671,Peoples Clinic for Better Health," 3110 Goulden St., Port Huron, Michigan",-82.461061,47.63942179
672,Philippine Center Free Medical Clinic," 3717 W. Howard Ave, Greenfield, Wisconsin",-87.9614021,47.68263846
673,Physicians CareConnection," 1390 Dublin Rd, Columbus, Ohio",-83.0632197,43.68973925
674,"Physicians Care Clinic, Inc."," 2675 N Decatur Rd Ste 406, Decatur, Georgia",-84.2834589,35.93972247
675,Pilsen Homeless Services," 1515 West Monroe Street, Chicago, Illinois",-87.6654541,46.20032586
676,Pine Street Free Clinic," 1421 Ingram Street, Conway, Arkansas",-92.4320597,37.52516699
677,Pitt County Care Clinic," 550 River Road, Grimesland, North Carolina",-77.1912454,38.09351467
678,Plano Childrens Medical Clinic," 1407 14th St, Plano, Texas",-96.6943132,35.01425789
679,Plymouth Regional Clinic," 101 Boulder Point Dr Ste 3, Plymouth, New Hampshire",-71.739729,48.77409032
680,Pocatello Free Clinic," 429 Washington, Pocatello, Idaho",-112.446829,47.55847786
681,POH Childrens Health Services," 673 Martin Luther King Blvd, Pontiac, Michigan",-83.2763386,47.24749065
682,Pool Of Siloam Medical Ministry Inc," 4140 Greenwood Rd, Shreveport, Louisiana",-93.812581,34.36428016
683,Port Free Clinic," 5013 South Hermitage Avenue, Chicago, Illinois",-87.6681831,46.09667202
684,Portland Community Free Clinic," 103 India St, Portland, Maine",-70.251871,48.62827598
685,Pregnancy Support Center," 4500 22nd St NW, Canton, Ohio",-81.4269388,44.79327623
686,Presbyterian Health Clinic of Branch Co.," 15 Church St., Coldwater, Michigan",-84.9998321,46.28396771
687,Presbyterian Medical Care Mission," 1857 Pine St Ste 100, Abilene, Texas",-99.7306024,34.36315222
688,Prescription Assistance Network of Stark County Inc.," 408 9th St SW Ste 1450, Canton, Ohio",-81.3802171,44.75086594
689,Primera Iglesia Bautista Hispana DBA Encuentros DE Esperanza," 35 Redden Ave, New London, Connecticut",-72.1108373,45.49397787
690,Prince William Area Free Clinic," 13900 Church Hill Dr, Woodbridge, Virginia",-77.264985,41.96507126
691,Pro Bono Counseling Program," 303 Church St SE, Blacksburg, Virginia",-80.4112628,40.16362258
692,Project Care Free Clinic," 3112 6th Ave E, Hibbing, Minnesota",-92.9350198,53.98672903
693,Puget Sound Christian Clinic," 2150 N 122nd St, Seattle, Washington",-122.3320387,54.43789028
694,Putnam County Medical Mission," 408 North Summit Street, Crescent City, Florida",-81.5102463,30.82315927
695,RAHMA Mercy Clinic," 5220 SW 13th Street, Gainesville, Florida",-82.343228,31.01738865
696,Rainer Valley Community Clinic," 6061 Martin Luther King Jr. Way S, Seattle, Washington",-122.2863898,54.18385623
697,Raleigh Rescue Mission Clinic," 314 E Hargett St, Raleigh, North Carolina",-78.6342658,38.35886107
698,Rapha Clinic of West Georgia," 253 Hwy 78, Temple, Georgia",-85.0212579,35.86666431
699,Raphael Community Free Clinic," 1807 Water St, Kerrville, Texas",-99.1365981,31.51196989
700,Reach Out of Montgomery County," 25 E Foraker St, Dayton, Ohio",-84.1874695,43.38186214
701,Reaching Our City Incorporated," 7710 NW 10th St, Oklahoma City, Oklahoma",-97.6495704,37.9902882
702,Red Crescent Clinic of Tampa Bay," 7328 E. Sligh Ave, Tampa, Florida",-82.3736027,29.19888008
703,Renewed Hope Free Health Clinic," 894 Marshall Street, Allegan, Michigan",-85.8338385,47.05857827
704,Repairers of the Breach Medical Clinic," 1335 W. Vliet St, Milwaukee, Wisconsin",-87.9296822,47.78439062
705,Rescue Mission Ministries," 321 Tazewell Ave SE, Roanoke, Virginia",-79.9358672,40.21584351
706,"Rhode Island Free Clinic, Inc."," 655 Broad St, Providence, Rhode Island",-71.4206482,46.10152027
707,Rice Lake Area Free Clinic," 1035 N Main St Ste G02, Rice Lake, Wisconsin",-91.7337732,51.22773433
708,Richland Community Free Clinic," 301 E. 2nd Street, Richland Center, Wisconsin",-90.3822433,48.18262601
709,Richmond Area High Blood Pressure Center," 1200 W Cary St, Richmond, Virginia",-77.4567439,40.56181337
710,Richmond County Medical Society Project Access," 2612 Commons Boulevard, Augusta, Georgia",-82.0417082,35.60139038
711,Ritter Center," 16 Ritter St, San Rafael, California",-122.525243,41.10138475
712,River City Ministry," 1021 E Washington Ave, North Little Rock, Arkansas",-92.256229,37.10500924
713,River of Life Health Center," 291 S. 4th Street, Columbia, Pennsylvania",-76.4968688,43.7491851
714,"River Valley Christian Clinic, Inc."," 1714 State Highway 22 W, Dardanelle, Arkansas",-93.168063,37.6829618
715,Riverside Health Center," 322 W Riverside St, Covington, Virginia",-79.997338,40.87527865
716,Riverside Health Clinic," 207 E. Michigan Ave, Three Rivers, Michigan",-85.6278463,46.28670968
717,Roanoke Valley Mental Health Care Collaborative," 10 E Church Ave Ste 300, Roanoke, Virginia",-79.940087,40.21692157
718,Rock River Free Clinic," 1541 Annex Road, Jefferson, Wisconsin",-88.8266301,47.69931759
719,Rock Springs Clinic," 219 Rock Springs Road, Milner, Georgia",-84.1051861,35.22098836
720,Rockford Rescue Mission Ministries Hope Clinic," 715 West State Street, Rockford, Illinois",-89.100012,46.73137613
721,Rosa Clark Free Medical Clinic Association Inc.," 210 S Oak St, Seneca, South Carolina",-82.9562262,37.01592501
722,Rose Garden Center for Hope and Healing," 2020 Madison Ave., Covington, Kentucky",-84.5054574,42.50101031
723,"RotaCare Bay Area, Inc."," 14812 Main Street, Bellevue, Washington",-122.1415653,54.27847751
724,RotaCare Lake City," 12736 33rd Ave NE, Suite 200, Seattle, Washington",-122.2919158,54.44495719
725,Rufuge Ministries," 525 Corral St, Lexington, Kentucky",-84.4874458,41.19131424
726,Ruths Place," 1411 Crawford Ct, Granbury, Texas",-97.7683388,34.32522501
727,Rutland Free Clinic," 145 State St, Rutland, Vermont",-72.9864335,48.55526979
728,Rx Partnership," 2924 Emerywood Pkwy Ste 300, Richmond, Virginia",-77.5219578,40.64483945
729,Sacred Heart Community Clinic," 7209 265th Street NW, Stanwood, Washington",-122.3318946,55.2144215
730,Saint Joseph Free Clinic," 1 Saint Joseph Dr, Lexington, Kentucky",-84.5236448,41.17887127
731,Salvation Army Clinic," 1730 N. 7th St, Milwaukee, Wisconsin",-87.9196342,47.79153372
732,Salvation Army Red Shielf Clinic," 710 Pennsylvania Ave, Sheboygan, Wisconsin",-87.7117627,48.75020996
733,Samaritan Clinic," 10377 Santa Fe Trail, Trinidad, Colorado",-104.5166116,40.05357848
734,"Samaritan Clinic, Inc."," 802 N. Jefferson Street, Albany, Georgia",-84.155595,33.32124505
735,"Samaritan Health Center, Inc."," 4300 Garrett Rd, Ste. C, Durham, North Carolina",-78.975266,38.58186318
736,Samaritan Health Clinic of Pickens County," 303 Dacusville Hwy, Easley, South Carolina",-82.602555,37.21266527
737,Samaritan Health Clinics," 1211 W Hudson Rd, Rogers, Arkansas",-94.1312745,39.07506458
738,Samaritan Medical Clinic," 710 Trade Street, Winston Salem, North Carolina",-80.246661,38.76080138
739,Samaritans Touch Care Center," 3015 Herring Ave, Sebring, Florida",-81.4955328,28.66880245
740,San Francisco Free Clinic," 4900 California St, San Francisco, California",-122.47012,40.864964
741,San Jose Clinic," 2615 Fannin St, Houston, Texas",-95.3729816,31.17819309
742,"Sandra Shanahan CPNP, INC"," 311 Center St, Annapolis, Maryland",-76.5341176,42.38413611
743,Saturday Clinic for the Uninsured," 1121 E. North Ave, Milwaukee, Wisconsin",-87.89716,47.80023072
744,Scotland Community Health Clinic," 1405B West Blvd, Laurinburg, North Carolina",-79.4909434,37.11124855
745,Seattles Union Gospel Mission," 318 2nd Ave Extension South, Seattle, Washington",-122.3305826,54.26412624
746,Second Mile Mission Center," 252 Seldovia Street, Seldovia, Alaska",-151.7144271,74.34307308
747,"Senior Friendship Center, Inc."," 1900 Brother Geenen Way, Sarasota, Florida",-82.5317565,28.42936826
748,Senior Pharmassist," 406 Rigsbee Ave, Durham, North Carolina",-78.8993394,38.63231786
749,Sequatchie Volunteers in Medicine," 67 Cates Street, Dunlap, Tennessee",-85.386239,37.8654737
750,Servant Hearts Clinic," 1200 W 21st St, Yankton, South Dakota",-97.412048,47.56905616
751,"Servolution Health Services, Inc."," 245 Powell Valley School Ln, Speedwell, Tennessee",,
752,SET Family Medical Clinics," 301 Lloyd St., Carrboro, North Carolina",-79.0696912,38.52627024
753,Shalom Health Ministry," 8121 Broadway St Ste 103, Houston, Texas",-95.2767759,31.0992292
754,Shalom Project," 4561 Old Wm Penn Hwy, Monroeville, Pennsylvania",-79.753694,44.29084365
755,Shelby Community Health Center," 1640 E State Road 44 Ste B, Shelbyville, Indiana",-85.7514437,43.0888994
756,Shelter Health Services," 534 Spratt St, Charlotte, North Carolina",-80.837045,37.69773249
757,Shenandoah County Free Clinic," 124 Valley Vista Dr, Woodstock, Virginia",-78.515808,42.24576586
758,Shepherds Care Medical Clinic," 304 Pony Road, Zebulon, North Carolina",-78.328335,38.40876775
759,Shepherds Clinic," 2800 Kirk Ave, Baltimore, Maryland",-76.5965469,42.83369609
760,Shepherds Hand Free Clinic," 5150 River Lakes Pkwy, Whitefish, Montana",-114.3217836,55.42280695
761,"Shepherds Hope, Inc"," 4851 S Apopka Vineland Rd, Orlando, Florida",-81.507208,29.74304607
762,Sheridan Health Center," PO Box 682, Sheridan, Wyoming",-106.9561791,50.21268139
763,Shiawassee Free Medical Clinic," 901 McNeil Street, Shreveport, Louisiana",-93.74666,34.40790525
764,Smiles for Success Foundation," 30 North Michigan Avenue, Chicago, Illinois",-87.624905,46.20460992
765,Smith Free Clinic," 116 Baskerville Drive, Pawleys Island, South Carolina",-79.1143363,35.54465376
766,Smithville Community Clinic," 300 Lynch Street, Smithville, Texas",-97.1541834,31.4735057
767,Snake River Community Clinic," 215 10th St, Lewiston, Idaho",-117.020537,52.5298735
768,Social Welfare Board," 904 S 10th St Ste A, Saint Joseph, Missouri",-94.8484123,43.3966802
769,SOS and PEACE Center Health Clinic," 1200 SE 12th Street, College Place, Washington",-118.3686195,51.98518973
770,South Bay Community Free Clinic," 5516 Redland Dr, San Diego, California",-117.0754688,34.71202499
771,South Carolina Free Clinic Association," 1308 Broad Street, Camden, South Carolina",-80.6070467,36.49366939
772,South Miami Childrens Clinic," 6701 Southwest 58th Place, Miami, Florida",-80.2888009,26.61782131
773,Southeast Indiana Health Center," 374 Northside Drive, Ste. F, Batesville, Indiana",-85.2097516,42.82169179
774,Southwest Free Medical Clinic," 2555 Judge Fran Jamieson Way, Viera, Florida",-80.7323133,29.46614724
775,Space Coast Volunteers in Medicine," 2555 Judge Fran Jamieson Way, Viera, Florida",-80.7323133,29.46614724
776,Springer Health Access Program," 2251 North Shore Dr Suite 100, Rhinelander, Wisconsin",-89.37481,51.40822959
777,Springfield Clinic at the Help Center," 15 Founders Lane, Jacksonville, Florida",-81.5037859,31.91312455
778,St. Andre Free Clinic," 37733 Meridian Ave, Dade City, Florida",-82.1914089,29.60006048
779,"St. Andrew Community Medical Center, Inc."," 1313 Esplanade Ave., New Orleans, Louisiana",-90.0659894,31.4359556
780,St. Bens Clinic," 1027 N. 9th St, Milwaukee, Wisconsin",-87.9233509,47.77811398
781,St. Benedict Health and Healing Ministry," P.O. Box 325, Louisville, Colorado",-105.1319296,43.6824796
782,St. Charles Clinic," 4915 N State St, Warr Acres, Oklahoma",-97.6125664,38.04283884
783,St. Clare Health Clinic," 1121 S Indiana Ave, Crown Point, Indiana",-87.3553768,45.55450687
784,St. Clare Health Mission of Sparta," 916 Ferry Street, La Crosse, Wisconsin",-91.2437204,48.82680356
785,St. Clares Health Clinic at Catholic Charities," 1625 West Washington Street, Springfield, Illinois",-89.6815147,43.45361148
786,St. John Bosco Clinic," 3661 S Miami Avenue Ste 103, Miami, Florida",-80.2129392,26.65302254
787,St. Josephs Health Clinic," 131 W Intendencia St., Pensacola, Florida",-87.2174829,31.94685622
788,"St. Josephs Medical Clinic, Inc."," 826 N East Ave, Waukesha, Wisconsin",-88.2269303,47.73463197
789,St. Luke Community Clinic," 316 N Royal Ave, Front Royal, Virginia",-78.1942545,42.31663696
790,St. Luke Free Clinic Of Hopkinsville," 408 W 17th St, Hopkinsville, Kentucky",-87.4952944,39.70483133
791,St. Luke Medical and Dental," 722 S. Grove Street, Eustis, Florida",-81.6839486,30.14793087
792,St. Lukes Clinic," 132 Seymour Ave, Jackson, Michigan",-84.3860881,46.70250544
793,St. Lukes Episcopal Mobile Medical Ministry," 875 Cotton St, Shreveport, Louisiana",-93.7514131,34.40588846
794,St. Lukes Free Medical Clinic," 162 N Dean St, Spartanburg, South Carolina",-81.9268702,37.34673401
795,"St. Martins Healthcare, Inc."," 1359 S Randolph St, Garrett, Indiana",-85.1325575,45.46706653
796,St. Marys Health Center," 1302 Drayton St, Savannah, Georgia",-81.0965402,33.88034986
797,St. Matthews Medical Clinic," 4650 Sunview Drive, Loveland, Colorado",-105.0753974,44.28942169
798,"St. Michaels Community Services, Inc."," 1005 W. 18th Street, Anniston, Alabama",-85.8434169,35.79160223
799,St. Nicholas Family Clinic Foundation," 300 S 3rd St, Paducah, Kentucky",-88.595174,39.98382668
800,St. Pauls Neighborhood Free Clinic 1," 1608 Walnut St, Erie, Pennsylvania",-80.0900113,46.5177793
801,St. Pauls Neighborhood Free Clinic 2," 1608 Walnut Street, Erie, Pennsylvania",-80.0900113,46.5177793
802,St. Peters Free Clinic of Hillsdale County," 3 North Broad St., Hillsdale, Michigan",-84.6303521,46.25469724
803,St. Petersburg Free Clinic," 863 3rd Ave N, St Petersburg, Florida",-82.6461009,28.93208572
804,St. Thomas Aquinas Medical Clinic," 510 Brown Chapel Road, St. Cloud, Florida",-81.3098895,29.47237774
805,St. Thomas Clinic," 600 Paul Hand Blvd, Franklin, Indiana",-86.076705,43.10779878
806,St. Vincent de Paul Community Pharmacy LA," 502 Grammont St, Monroe, Louisiana",-92.1125379,34.39988359
